Headquarters Location ,Operating Status,Founded Date,Number of Founders,Success,Founder
 Utah,1,2009,4,1,1
 Utah,1,2009,4,1,1
 Maryland,1,2015,2,0,1
 India,1,1998,2,1,1
 California,1,2010,4,0,1
 France,1,2009,2,1,1
 Nevada,1,2011,2,1,1
 France,1,1999,2,1,1
 New York,1,2013,4,0,1
 New York,1,2013,4,0,1
 Israel,1,2010,9,0,1
 New York,1,2010,4,1,1
 The Netherlands,1,2006,2,1,1
 Germany,1,2010,2,1,1
 New York,1,2015,2,0,1
 Germany,1,2013,2,0,1
 Germany,1,2013,2,0,1
 California,0,2012,3,0,1
 Florida,1,2015,2,1,0
 Utah,1,2002,1,1,0
 India,1,2009,2,0,1
 United Kingdom,1,2005,1,0,1
 New York,1,2010,2,1,1
 South Korea,1,2012,2,1,0
 Israel,1,2012,2,0,1
 Israel,1,2012,2,0,1
 Virginia,1,2014,2,0,1
 Illinois,0,2012,2,0,1
 Switzerland,1,2006,1,1,1
 California,1,2011,4,0,1
 China,1,0,2,0,1
 China,1,0,2,0,1
 California,1,2013,1,0,1
 India,1,2015,3,0,1
 Washington,1,2014,2,0,1
 Washington,1,2014,2,0,1
 Germany,1,2016,4,0,1
 Texas,1,2006,2,0,1
 New York,1,2011,2,0,1
 New York,1,2011,2,0,1
 Texas,1,2010,2,1,1
 United Kingdom,1,2015,2,0,1
 United Kingdom,1,2015,2,0,1
 California,1,2006,1,1,1
 California,1,2011,4,1,1
 Germany,1,2016,1,0,1
 Singapore,1,2010,1,0,1
 California,1,2015,2,0,1
 India,1,2013,1,0,1
 Singapore,1,2013,2,0,1
 Japan,1,2015,2,0,1
 Japan,1,2015,2,0,1
 California,1,2007,1,1,1
 Louisiana,1,2000,1,0,1
 Louisiana,1,2000,1,0,1
 District of Columbia,1,2011,2,0,1
 California,1,2015,3,0,0
 New York,1,2014,2,0,1
 France,1,2015,2,0,1
 Arizona,1,2014,1,0,1
 New York,1,2007,2,0,1
 Canada,1,2004,1,0,1
 California,0,2012,1,0,1
 California,1,2013,1,0,1
 Illinois,1,2016,1,0,1
 Italy,1,2016,3,0,1
 Germany,1,2008,3,0,0
 The Netherlands,1,2014,3,0,1
 United Kingdom,1,2014,4,0,1
 United Kingdom,1,2014,4,0,1
 United Kingdom,1,2014,4,0,1
 United Kingdom,1,2013,3,1,1
 United Kingdom,1,2013,3,1,1
 United Kingdom,1,2013,3,1,1
 India,1,2015,3,0,1
 India,1,2015,3,0,1
 India,1,2015,3,0,1
 India,1,2015,3,0,1
 Switzerland,1,2012,2,0,1
 New York,1,2009,3,1,1
 California,1,2015,3,0,1
 California,1,2015,3,0,1
 California,1,2013,2,0,1
 California,1,2010,2,1,1
 Ireland,1,2016,2,0,0
 California,1,2012,2,0,1
 California,0,2014,2,0,1
 India,1,2012,3,0,1
 Massachusetts,1,2009,1,0,1
 California,1,2012,3,0,1
 California,1,2012,3,0,1
 India,1,2009,1,0,1
 Thailand,1,2015,4,0,1
 Thailand,1,2015,4,0,1
 California,1,2014,1,0,1
 Massachusetts,1,2012,1,1,1
 Israel,1,2008,2,1,1
 Isle of Man,1,0,1,0,1
 California,1,2012,4,1,0
 California,1,2002,1,1,1
 California,1,2006,1,1,1
 Canada,1,2016,1,1,1
 India,1,2015,5,0,1
 Israel,1,2013,1,0,1
 Oregon,1,2007,3,1,1
 Israel,1,2014,2,0,1
 France,1,2014,1,0,1
 California,1,1995,2,1,0
 California,0,2011,4,0,1
 Ohio,1,2012,2,1,1
 Massachusetts,1,1997,1,0,1
0,1,2014,2,0,1
 Illinois,1,2003,3,1,1
 Brazil,1,2013,3,1,1
 Brazil,1,2013,3,1,1
 California,1,2013,1,0,1
 Massachusetts,1,2015,1,0,1
 California,1,1999,3,1,1
 The Netherlands,1,2012,2,0,1
 Texas,1,2002,3,1,1
 Texas,1,2002,3,1,1
 California,1,2009,2,0,1
 Israel,1,2005,3,1,1
 Israel,1,2005,3,1,1
 California,1,2015,2,0,1
 New York,1,2014,4,0,1
 California,1,2013,3,0,1
 Israel,1,2011,3,0,1
 Singapore,1,2015,2,0,1
 Singapore,1,2015,2,0,1
 Finland,1,2012,4,0,0
 California,1,2012,3,0,1
 California,1,2012,3,0,1
 Maryland,1,2008,1,1,0
 California,1,2013,2,0,1
 California,1,2015,1,0,1
 Israel,1,2009,3,1,1
 Israel,1,2009,3,1,1
 Taiwan,1,2014,1,0,1
 Oregon,1,2012,4,1,1
 North Carolina,1,2007,1,1,1
 California,1,2011,5,0,0
 California,1,2011,5,0,0
 California,1,2011,5,0,0
 New York,1,2011,3,1,1
 New York,1,2011,3,1,1
 California,1,2016,2,0,1
 Florida,1,2007,1,1,1
 Washington,1,2012,2,0,0
 Washington,1,2012,2,0,1
 Massachusetts,1,2015,1,0,0
 New York,1,2011,1,1,1
 Arizona,1,2015,2,1,1
 Arizona,1,2015,2,1,1
 Ohio,1,2012,1,0,1
 California,1,2010,3,0,1
 California,1,2010,3,0,1
 New York,1,2013,2,0,0
 Germany,1,2014,2,0,1
 Germany,1,2014,2,0,1
 France,1,2011,4,1,1
 France,1,2011,4,1,1
 Israel,1,2001,1,1,1
 California,1,2013,0,0,0
 New York,1,2013,2,0,1
 California,1,2016,4,0,1
 Canada,1,2014,2,0,1
 Canada,1,2014,2,0,1
 California,1,2014,2,0,0
 Switzerland,1,2007,4,1,1
 Switzerland,1,2007,4,1,1
 Switzerland,1,2007,4,1,1
 Israel,1,2009,2,1,1
 Israel,1,2009,2,1,1
 France,1,2011,3,1,1
 France,1,2011,3,1,1
 Massachusetts,1,2015,4,0,0
 Israel,1,2003,2,0,1
 Portugal,1,2016,1,0,1
 Pennsylvania,1,2005,3,1,0
 India,1,2010,2,1,1
 Wisconsin,1,2011,3,0,1
 Wisconsin,1,2011,3,0,1
 Washington,1,2000,2,1,1
 Canada,1,2001,1,1,1
 Arizona,1,2011,3,0,1
 India,1,2015,3,0,1
 Missouri,1,2011,3,0,1
 California,1,2006,2,1,1
 California,1,2006,2,1,1
 United Kingdom,1,2011,1,0,1
 New York,1,2013,1,0,1
 Russian Federation,1,2011,2,1,1
 Tennessee,1,2016,2,0,1
 Tennessee,1,2016,2,0,1
 New York,1,2013,3,0,1
 Florida,1,2009,1,1,1
 Florida,1,2009,1,1,1
 California,1,2006,2,1,1
 New York,1,2014,2,0,1
 Illinois,1,2013,2,1,1
 California,1,2016,1,0,1
 Pennsylvania,1,2014,5,0,1
 Pennsylvania,1,2014,5,0,1
 Montana,1,2010,2,1,1
 Montana,1,2010,2,1,1
 Montana,1,2010,2,1,1
 California,1,2012,2,1,1
 California,1,2012,2,1,1
 New York,1,2012,3,0,1
 New York,1,2012,3,0,1
 Singapore,1,2016,4,0,1
 Singapore,1,2016,4,0,1
 Singapore,1,2016,4,0,1
 California,1,2015,1,0,1
 India,1,2008,1,0,1
 Brazil,1,2013,2,1,1
 Brazil,1,2013,2,1,1
 Brazil,1,2013,2,1,1
 Kentucky,1,2011,2,0,0
 Utah,1,2000,1,1,1
 New Zealand,1,2008,3,0,1
 New Zealand,1,2008,3,0,1
 California,1,2015,2,0,1
 United Kingdom,1,2016,3,0,1
 Germany,1,2015,1,0,1
 California,1,2014,3,0,0
 Pennsylvania,1,2013,2,0,1
 Pennsylvania,1,2013,2,0,1
 California,1,2015,2,0,1
 California,1,2015,2,0,1
 United Kingdom,1,2009,1,1,1
 Hong Kong,1,2013,2,0,1
 China,1,2015,2,0,1
 New York,1,2011,2,0,1
 New York,1,2011,1,0,0
 Russian Federation,1,2010,2,1,1
 Russian Federation,1,2010,2,1,1
 California,0,2011,2,0,1
 California,0,2011,2,0,1
 California,1,2011,3,0,1
 Singapore,1,2016,2,0,1
 Singapore,1,2016,2,0,1
 Colorado,1,2013,2,0,1
 Delaware,1,2015,2,0,1
 Maryland,1,2011,3,0,1
 Asia,1,2013,1,0,1
 Pakistan,1,2014,2,1,1
 India,1,2015,2,0,1
 Georgia,1,2012,1,0,1
 China,1,2014,1,0,1
 Canada,1,2015,2,0,0
 New York,1,1992,2,1,0
 India,1,2014,1,0,1
 California,1,2015,2,0,1
 New York,1,2009,1,0,1
 California,1,2015,2,0,1
 California,1,2010,1,0,1
 Massachusetts,1,2014,3,0,1
 Massachusetts,1,2014,3,0,1
 Massachusetts,1,2014,3,0,1
 California,1,2014,4,0,1
 California,1,2014,4,0,1
 Illinois,1,2015,2,0,1
 Missouri,1,2015,4,0,1
 New York,1,2011,2,0,1
 South Carolina,1,2012,3,0,1
 California,1,2017,2,0,1
 Germany,1,2016,3,0,1
 Germany,1,2016,3,0,1
 Indonesia,1,2015,2,0,1
 Indonesia,1,2015,2,0,1
 Indonesia,1,2015,2,0,1
 Indonesia,1,2015,2,0,1
 California,1,2012,3,0,1
 Michigan,1,2002,1,1,1
 Massachusetts,1,2014,1,1,1
 Germany,1,2014,2,0,1
 Germany,1,2014,2,0,1
 District of Columbia,1,2016,2,0,1
 District of Columbia,1,2016,2,0,1
 Israel,1,2014,1,0,1
 California,1,2002,2,1,1
 Texas,1,2012,2,0,1
 United Kingdom,1,2016,1,0,1
 California,1,2009,2,1,1
 California,1,2003,5,1,1
 California,1,2003,5,1,1
 Michigan,1,2014,2,0,1
 New York,1,2015,3,0,0
 Germany,1,2000,4,1,0
 Massachusetts,1,2007,3,1,1
 Pennsylvania,1,2014,2,0,1
 California,1,2015,3,0,1
 California,1,2015,3,0,1
 California,1,2014,2,0,1
 California,1,2014,2,0,1
 California,1,2016,2,1,1
 California,1,2016,2,1,1
 California,1,2013,2,0,1
 California,1,2013,2,0,1
 New York,1,2002,1,0,1
 California,1,2013,3,1,1
 Norway,1,2015,3,0,1
 Hong Kong,1,2014,1,0,1
 United Kingdom,1,0,0,0,1
 United Kingdom,1,2015,2,0,1
 California,1,0,0,0,1
 United Kingdom,1,0,0,0,1
 United Kingdom,1,2015,2,0,1
 California,1,0,0,0,1
 California,1,2015,2,0,1
 Illinois,1,2015,2,0,1
 Illinois,1,2015,2,0,1
 Florida,1,2013,2,0,1
 Florida,1,2013,2,0,1
 Canada,1,2009,1,0,1
 California,1,2011,1,0,1
 United Kingdom,1,2013,3,0,1
 United Kingdom,1,2013,3,0,1
 California,1,2010,4,1,1
 Washington,1,2012,0,0,0
 Canada,1,2011,2,0,1
 India,1,2013,1,0,1
 California,1,2014,4,0,1
 California,1,2014,4,0,1
 California,1,2014,4,0,1
 India,1,0,2,0,1
 India,1,0,2,0,1
 Michigan,1,2009,1,1,1
 California,1,2003,1,1,1
 United Kingdom,1,2010,1,0,1
 District of Columbia,1,2012,1,0,1
 California,1,2012,4,1,1
 California,1,2012,4,1,0
 Czech Republic,1,2010,1,0,1
 California,1,2008,2,0,1
 California,1,2016,2,0,0
 Colorado,1,2013,4,1,1
 Colorado,1,2013,4,1,1
 Colorado,1,2013,4,1,1
 California,1,2015,1,0,1
 Malaysia,1,2014,3,0,0
 United Kingdom,1,2012,2,1,1
 Texas,1,2015,1,0,1
 Vermont,1,2014,2,0,1
 New York,0,2011,4,0,1
 Washington,1,2015,1,0,1
 Germany,1,2011,2,0,1
 Texas,1,2008,2,1,1
 Texas,1,2008,2,1,1
 Asia,1,2014,1,0,1
United Kingdom,1,2010,1,0,1
 California,1,2007,2,0,1
 Canada,1,2014,2,0,1
 California,1,2015,1,0,1
 Canada,1,1997,1,1,0
 Slovakia (Slovak Republic),1,2012,4,0,1
 California,0,2013,2,1,0
 Germany,1,2016,1,0,1
 Israel,1,1994,1,1,0
 Illinois,1,2011,1,1,1
 New York,1,2007,3,1,1
 California,1,2015,2,0,1
 New York,1,2011,2,0,1
 Virginia,1,2006,2,0,1
 Virginia,1,2006,2,0,1
 California,1,2013,3,0,1
 Illinois,0,2010,0,0,0
 California,1,2008,1,1,1
 New York,1,2011,1,0,1
 India,1,2015,3,0,1
 India,1,2015,3,0,1
 India,1,2015,3,0,1
 Illinois,1,2013,2,0,1
 California,1,2012,3,1,1
 California,1,2012,3,1,1
 Hawaii,1,2015,5,0,1
 United Kingdom,1,2011,3,1,1
 United Kingdom,1,2011,3,1,1
 United Kingdom,1,2011,3,1,1
 United Kingdom,1,2013,1,0,1
 United Kingdom,1,2016,2,0,1
 Malaysia,1,1998,2,1,1
 France,1,2001,2,1,1
 California,1,2007,2,1,0
 India,1,2011,2,0,1
 India,1,2011,2,0,1
 Europe,1,2009,2,1,0
 Illinois,1,2011,1,0,1
 Washington,1,2013,1,0,1
 Spain,1,2010,2,1,1
 California,1,2010,3,0,1
 Canada,1,2015,3,0,1
 California,1,2010,3,1,1
 California,1,2012,1,0,1
 Massachusetts,1,2009,2,0,1
 California,1,2015,4,0,1
 China,1,2013,4,1,1
 United Kingdom,1,2008,3,0,1
 California,1,2012,1,0,0
 California,1,2012,1,0,1
 India,1,2014,2,0,1
 California,0,2010,3,0,0
 India,1,2015,2,0,1
 California,1,2015,2,0,1
 New York,1,2016,2,0,1
 Israel,1,2012,2,1,1
 The Netherlands,1,2009,3,0,0
 Germany,1,2015,3,1,1
 Vermont,1,1999,1,1,1
 Japan,1,2013,1,1,0
 United Arab Emirates,1,2016,2,0,1
 United Arab Emirates,1,2016,2,0,1
 New Jersey,1,2014,1,0,1
 California,1,2014,3,0,1
 California,1,2014,3,0,1
 Germany,1,2010,1,1,1
 Colorado,1,2013,3,1,1
 California,1,2013,3,0,1
 California,1,2004,3,1,1
 California,1,2004,3,1,1
 Maryland,1,2002,3,1,1
 California,1,2012,1,0,1
 Massachusetts,1,2009,2,0,1
 California,1,2015,2,0,1
 California,1,2015,2,0,1
 Illinois,1,2014,2,0,1
 California,1,2005,1,1,1
 Argentina,1,2011,2,1,1
 New York,1,2013,1,0,1
 Singapore,1,2015,1,0,1
 California,1,2013,3,0,1
 California,1,2013,3,0,1
 Canada,1,2012,3,0,1
 Singapore,1,2016,1,0,1
 California,1,2013,3,1,1
 California,1,2013,3,1,1
 California,1,2013,3,1,1
 California,1,2012,2,0,1
 California,1,2012,2,0,1
 Texas,1,2015,2,0,1
 California,1,2012,1,0,1
 Italy,1,2015,6,0,0
 Illinois,1,2011,1,0,1
 United Kingdom,1,0,1,0,1
 Spain,1,2012,4,0,1
 Colorado,1,2009,3,1,1
 Colorado,1,2009,3,1,1
 California,1,2008,3,0,1
 Illinois,1,2017,4,0,1
 Texas,1,2014,1,0,1
 France,1,2015,1,0,0
 Maryland,1,2014,2,0,1
 Maryland,1,2014,2,0,1
 Texas,1,2013,2,1,1
 California,1,2004,1,1,0
 Rhode Island,1,2015,1,0,1
 New York,1,2010,1,0,1
 California,1,2013,1,0,1
 Florida,1,2003,1,1,0
 Maryland,1,2006,1,0,1
 United Kingdom,1,2013,1,0,0
 Canada,1,2002,1,1,1
 Switzerland,1,2011,2,0,1
 Switzerland,1,2011,2,0,1
 Switzerland,1,2011,2,0,1
 United Kingdom,1,2012,1,0,1
 India,1,2015,4,0,1
 Switzerland,1,2011,3,1,1
 California,1,2009,2,1,1
 California,1,2004,1,1,1
 Malaysia,1,0,1,0,1
 Texas,1,2014,1,0,1
 Poland,1,2011,2,0,1
 United Kingdom,1,2013,6,1,1
 United Kingdom,1,2013,6,1,1
 California,1,2012,2,1,1
 California,1,2005,2,1,1
 California,1,2005,2,1,1
 Minnesota,1,2006,1,0,1
 Spain,1,2012,1,0,1
 Illinois,1,2015,2,0,1
 Arkansas,1,2010,1,0,1
 New York,1,2003,2,0,1
 New York,1,2003,2,0,1
 California,1,2015,2,0,1
 California,1,2015,2,0,1
 California,1,2015,2,0,1
 New York,1,1999,1,1,1
 Italy,1,2011,2,0,1
 California,1,2010,2,0,1
 California,1,2010,2,0,1
 California,1,2006,2,0,0
 New York,1,2013,3,0,1
 Georgia,1,2011,3,0,0
 New York,1,2014,1,0,0
 India,1,2015,3,0,1
 Massachusetts,1,2009,3,1,1
 Germany,1,2014,4,0,1
 Germany,1,2014,2,0,1
 Germany,1,2014,2,0,1
 Georgia,1,2015,2,0,1
 New York,1,2014,2,0,1
 New York,1,2014,2,0,1
 Japan,1,2013,2,1,1
 United Kingdom,1,2009,3,0,1
 New York,1,2013,3,0,1
 New York,1,2011,3,1,1
 California,1,2013,2,0,0
 Illinois,1,2013,2,0,1
 California,1,2006,1,1,1
 Illinois,1,2015,2,0,1
 Georgia,1,2015,2,0,1
 Asia,1,2013,1,0,0
 California,1,2003,3,1,1
 Spain,1,2000,3,0,1
 Germany,1,2013,4,1,1
 Minnesota,1,2006,2,1,1
 California,1,2015,3,1,1
 India,1,2013,2,0,1
 California,1,2011,1,0,1
 India,1,2012,3,0,1
 Canada,1,2011,4,0,1
 New York,1,2003,3,1,0
 Washington,1,2015,2,0,1
 California,1,2011,2,0,1
 California,1,2011,2,0,1
 Denmark,1,2016,2,0,1
 Denmark,1,2016,2,0,1
 Denmark,1,2016,2,0,1
 Albania,1,2013,3,0,1
 Albania,1,2013,3,0,1
 Brazil,1,2013,1,0,1
 China,1,2008,1,0,1
 New York,1,2008,1,0,1
 Germany,1,1999,2,1,1
 Colorado,1,2012,4,1,1
 Colorado,1,2012,4,1,1
 Oceania,1,2015,0,0,0
 New York,1,2006,2,1,1
 United Kingdom,1,2012,4,0,1
 India,1,2015,2,0,1
 South Korea,1,2017,2,0,1
 Massachusetts,1,2010,2,1,1
 United Kingdom,1,2006,1,1,1
 New York,1,2014,3,0,1
 Canada,1,2013,0,0,1
 District of Columbia,1,2013,2,0,1
 District of Columbia,1,2013,2,0,1
 United Kingdom,1,2012,2,0,1
 United Kingdom,1,2012,2,0,1
 California,1,2015,1,0,1
 Washington,1,2008,2,1,1
 Washington,1,2008,2,1,1
 California,1,2008,4,1,1
 Italy,1,2014,3,0,1
 Kenya,1,2007,1,1,1
 Singapore,1,2013,3,0,1
 Pennsylvania,1,2014,1,0,1
 California,1,2017,1,0,1
 Europe,1,2012,1,1,1
 Texas,1,2015,2,0,1
 Japan,1,1999,1,1,1
 New York,1,2014,3,0,1
 New York,1,2003,2,1,1
 Israel,1,2012,3,0,1
 New York,1,2011,2,1,1
 Illinois,1,2014,1,0,0
 New York,1,2014,2,0,0
 Texas,1,2006,1,1,1
 California,1,2004,3,1,1
 California,1,2004,3,1,1
 New York,0,2010,2,0,1
 Israel,1,2009,2,1,1
 California,1,2012,3,0,1
 United Kingdom,1,2015,2,0,0
 Australia,1,2016,2,0,1
 New York,1,2015,2,0,1
 California,1,2007,3,1,1
 India,1,0,2,0,0
 California,1,2009,3,1,1
 California,1,2009,3,1,1
 California,1,2013,1,0,1
 North America,1,1933,1,0,1
 Georgia,1,2015,2,0,1
 Indiana,1,2016,1,0,1
 United Kingdom,1,2011,3,1,1
 United Kingdom,1,2015,2,0,1
 France,1,2010,2,1,1
 France,1,2010,2,1,1
 Texas,1,2009,2,0,1
 California,1,2014,2,0,1
 Pennsylvania,1,2015,2,0,1
 Pennsylvania,1,2015,2,0,1
 California,1,2013,2,0,1
 United Kingdom,1,2007,2,1,1
 Florida,1,2013,1,0,1
 California,1,2014,3,0,1
 California,1,2014,3,0,1
 California,0,2013,1,0,0
 United Kingdom,1,2015,2,0,1
 California,1,2015,3,0,1
 California,1,2015,3,0,1
 California,1,2015,3,0,1
United Kingdom,1,2014,1,0,1
 Illinois,1,2014,2,1,1
 Europe,1,2015,3,0,1
 The Netherlands,1,2010,2,0,1
 New York,0,2010,2,0,1
 California,1,2009,2,0,1
 New York,1,2016,3,0,1
 Canada,1,2012,1,1,1
 Maryland,1,2002,1,1,1
 New York,1,2011,2,0,1
 Norway,1,2013,1,0,1
 California,1,2012,2,0,1
 New York,1,2011,1,0,1
 Finland,1,2014,1,0,0
 California,1,2013,3,0,1
 California,1,2013,3,0,1
 California,1,2013,3,0,1
 New York,1,2014,2,0,1
 South Korea,1,2009,1,1,1
 Colorado,1,2010,2,1,1
 Israel,1,2011,4,0,0
 Canada,1,2014,4,1,1
 Canada,1,2014,4,1,1
 Singapore,1,2013,2,0,1
 New York,1,2010,3,1,1
 France,1,2014,1,0,1
 India,1,2011,3,1,0
 France,1,2006,2,1,0
 California,1,2011,3,1,1
 New York,1,2010,1,0,1
 India,1,2014,3,0,1
 Massachusetts,1,2011,4,0,1
 Massachusetts,1,2011,4,0,1
 Massachusetts,1,2011,4,0,1
 California,1,2008,3,1,1
 New York,1,2015,2,0,1
 New York,1,2015,2,0,1
 New York,1,2015,2,0,1
 Canada,1,2007,1,1,0
 France,1,2014,2,0,1
 United Kingdom,1,2015,1,0,0
 India,1,2013,2,0,1
 New York,1,2015,3,0,1
 New York,1,2015,3,0,1
 New York,1,2013,1,0,1
 New Hampshire,1,2014,4,0,0
 California,1,2012,8,0,1
 Israel,1,2012,2,1,1
 Virginia,1,2008,3,1,1
 California,1,2013,2,0,1
 California,1,2013,2,0,1
 Utah,1,2016,1,0,1
 Utah,1,2016,1,0,1
 Colorado,1,2010,3,1,1
 United Kingdom,1,2010,2,0,1
 United Kingdom,1,2010,2,0,1
 Illinois,1,2010,2,0,1
 Illinois,1,2010,2,0,1
 Colorado,1,2009,1,1,0
 Washington,1,2010,1,1,1
 California,1,2013,2,0,1
 California,1,2013,2,0,1
 Ireland,1,2010,1,1,1
 New York,1,2015,3,0,1
 California,1,2010,2,1,1
 California,1,2009,2,0,1
 California,1,2009,2,0,1
 California,1,2014,2,0,1
 California,1,2014,2,0,1
 Spain,1,2015,1,0,1
 Florida,1,2010,4,0,1
 New York,1,2014,2,0,1
 New York,1,2014,2,0,1
 New York,1,2014,2,0,1
 Israel,1,2016,2,0,1
 Massachusetts,1,2006,1,1,0
 Singapore,1,2010,4,1,0
 Georgia,1,2005,2,1,0
 France,1,2013,3,1,1
 France,1,2013,3,1,1
 France,1,2007,2,1,1
 New York,1,2015,3,0,1
 California,1,1998,3,1,1
 India,1,2014,1,0,1
0,1,2015,2,0,1
 Singapore,1,2014,3,0,1
 California,1,2013,2,1,1
 India,1,1992,2,1,1
 India,1,1992,2,1,1
 Europe,1,2015,3,0,1
 Europe,1,2015,3,0,1
 New York,1,2013,1,0,1
 Israel,1,2012,1,0,1
 Israel,1,2012,1,0,1
 Australia,1,2014,4,0,1
 India,1,2014,4,1,1
 India,1,2014,4,1,1
 Canada,1,2001,1,1,1
 Georgia,1,2013,3,0,1
 Michigan,1,2013,1,0,1
 Spain,1,2012,1,0,1
 California,1,2009,2,1,1
 Israel,1,2013,3,0,1
 Israel,1,2013,3,0,1
 California,1,2011,4,0,1
 California,1,2011,4,0,1
 California,1,2011,3,0,1
 California,1,2011,3,0,1
 Canada,1,2012,3,0,1
 Canada,1,2012,3,0,1
 Massachusetts,1,2006,2,1,0
 California,1,2011,3,0,1
 California,1,2011,3,0,1
 India,1,2013,1,0,1
 India,1,2013,1,0,1
 Israel,1,2013,3,0,1
 Israel,1,2013,3,0,1
 California,1,0,2,0,1
 California,1,0,2,0,1
 New York,1,2013,5,0,1
 Ireland,1,2014,3,1,1
 Ireland,1,2014,3,1,1
 Canada,1,2010,1,0,1
 Canada,1,2010,1,0,1
 Canada,1,2014,1,0,1
 Illinois,1,2012,2,0,1
 Illinois,1,2012,2,0,1
 Canada,1,2012,1,0,1
 California,1,2010,1,1,1
 California,1,2010,1,1,1
 Nevada,1,2012,3,0,1
 France,1,2008,3,0,1
 France,1,2008,3,0,1
 New York,1,2010,3,0,1
 New York,1,2010,3,0,1
 New York,1,2010,3,0,1
 Michigan,1,2016,1,0,0
 Michigan,1,2016,1,0,0
 Colombia,1,2013,5,0,0
 Israel,1,2013,2,1,1
 Israel,1,2013,2,1,1
 Indonesia,1,0,1,1,1
 Indonesia,1,0,1,1,1
 Texas,1,2013,5,0,1
0,1,2016,0,0,1
 New York,1,2013,3,0,1
 New York,1,2013,3,0,1
 California,1,2010,1,1,1
 California,1,2010,1,1,1
 Russian Federation,1,1841,1,1,1
 Russian Federation,1,1841,1,1,1
 Singapore,1,2012,3,0,1
 United Kingdom,1,2013,3,0,1
 California,1,2009,1,1,1
 California,1,2009,1,1,1
 California,1,2009,1,1,1
 India,1,2014,3,0,1
 India,1,2014,3,0,1
 California,1,2015,2,0,0
 North America,1,2005,3,0,0
 North America,1,2005,3,0,0
 North America,1,2005,3,0,0
 North America,1,2005,3,0,0
 California,1,2013,1,0,1
 California,1,2014,2,0,1
 India,1,2015,2,0,1
 India,1,2015,2,0,1
 The Netherlands,1,2001,1,1,1
 The Netherlands,1,2001,1,1,1
 California,1,2014,4,0,1
 India,1,2015,3,0,1
 India,1,2015,3,0,1
 Illinois,1,2011,2,1,1
 Texas,1,2013,2,1,1
 Texas,1,2013,2,1,1
 New York,1,2015,2,0,1
 New York,1,2015,2,0,1
 Georgia,1,2013,5,0,1
 Georgia,1,2013,5,0,1
 Israel,1,2015,3,0,1
 Israel,1,2015,3,0,1
 New York,0,2013,1,0,1
 New York,0,2013,1,0,1
 Connecticut,1,2000,1,1,1
 Connecticut,1,2000,1,1,1
 California,1,2015,3,0,1
 California,1,2015,3,0,1
 China,1,2013,2,1,1
 China,1,2013,2,1,1
 Brazil,1,2013,4,1,1
 Brazil,1,2013,4,1,1
 Brazil,1,2013,4,1,1
 United Kingdom,1,2015,2,0,1
 United Kingdom,1,2015,2,0,1
 Saudi Arabia,1,2013,2,0,1
 Texas,1,2011,2,0,1
 Texas,1,2009,2,1,0
 Texas,1,2009,2,1,0
 United Kingdom,1,2013,2,0,1
 United Kingdom,1,2013,2,0,1
 California,1,2013,2,0,1
 California,1,2013,2,0,1
 Texas,1,2012,3,0,1
 Texas,1,2012,3,0,1
 California,1,2015,2,0,1
 California,1,2015,2,0,1
 Michigan,1,1997,1,1,1
 Michigan,1,1997,1,1,1
 Michigan,1,1997,1,1,0
 New York,1,2009,3,0,1
 New York,1,2009,3,0,1
 Illinois,1,2013,1,0,1
 Illinois,1,2013,1,0,1
 Australia,1,2008,1,1,1
 California,1,2015,1,0,1
 California,1,2015,1,0,1
 Australia,1,2012,1,0,1
 Australia,1,2012,1,0,1
 New York,1,2015,3,0,1
 New York,1,2015,3,0,1
 New York,1,2015,3,0,1
 Ireland,1,2014,2,0,1
 Florida,1,2012,3,0,1
 Florida,1,2012,3,0,1
 California,1,2012,2,0,0
 California,1,2012,2,0,0
 Canada,1,2013,4,0,1
 Canada,1,2013,4,0,1
 Florida,1,2013,3,0,1
 Florida,1,2013,3,0,1
 Czech Republic,1,2011,1,0,0
 Czech Republic,1,2011,1,0,0
 Kentucky,1,2013,1,1,1
 Kentucky,1,2013,1,1,1
 Germany,1,2016,4,0,1
 Russian Federation,1,2013,3,0,1
 Maryland,1,2000,3,1,0
 Maryland,1,2000,3,1,0
 New York,1,2016,2,0,1
 New York,1,2016,2,0,1
 California,1,2006,2,1,0
 California,1,2006,2,1,0
 Georgia,1,2013,3,0,1
 New York,1,2016,2,0,1
 California,1,2016,2,0,1
 California,1,2016,2,0,1
 United Kingdom,1,2012,2,0,1
 United Kingdom,1,2012,2,0,1
 India,1,2013,1,0,1
 India,1,2013,1,0,1
 Ireland,1,2016,2,0,0
 Washington,1,2011,2,0,1
 Washington,1,2011,2,0,1
 California,1,0,2,0,1
 California,1,0,2,0,1
 California,1,0,2,0,1
 California,1,0,2,0,1
 France,1,2016,2,0,1
 France,1,2016,2,0,1
 The Netherlands,1,2010,4,0,1
 The Netherlands,1,2010,4,0,1
 California,1,2013,2,0,1
 California,1,2013,2,0,1
 California,1,2015,1,1,1
 Israel,1,2011,2,1,1
 Israel,1,2011,2,1,1
 North Carolina,1,2011,4,0,0
 Israel,1,2008,2,1,1
 Israel,1,2008,2,1,1
 California,1,2013,5,0,0
 California,1,2013,5,0,0
 California,1,2014,1,0,1
 Massachusetts,1,2012,2,0,1
 Massachusetts,1,2012,2,0,1
 Massachusetts,1,2012,2,0,1
 Massachusetts,1,2012,2,0,1
